NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Chaffee Park,3966,2362,1457,33,0,30,0,0,84,59.56,36.74,0.83,0,0.76,0,0,2.12,1999,1967,310,236,225,91,546,415,545,711,501,524,394,132,198,862,473,21.73,11.93,34.8,32.3,38.9,3757,894,111,58,191,151,182,56,2863,1932,45,910,378,92,45,2823,602,820,680,721,3656,2332,1283,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1551,1505,46,1161,344,1505,834,647,187,60,127,671,506,165,104,121,37,62,7,78,157,46,97,118,134,221,150,56,37,38,50750,56071,26056.51,63716.81,67679.62,34497,35869,32917,25444,33273,33309,44828,68816,1948,0,20,31,38,110,82,359,800,111,950,1043,185800,3263,703,12,12,0,0,0,30,30,0,0,0,7,7,0,0,0,0,0,654,654,0,625,29,0,10.5,7.55
Sunnyside,10427,5502,4071,303,223,109,42,51,126,53.18,38.46,3.12,2.17,0.96,0.43,0.48,1.21,5309,5118,757,556,541,290,1313,985,1733,2347,1237,1238,769,619,186,2144,1061,20.85,9.87,33.97,33.53,33.83,9943,2278,196,155,402,370,554,167,7665,4816,66,2108,733,261,369,7586,1627,1884,1681,2394,9670,6887,2546,0,0,62,0,16,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,7,37,0,0,0,0,29,0,0,0,10,23,0,20,0,0,16,4192,4050,142,2326,1724,4050,2401,1477,924,166,758,1649,1069,580,548,201,216,225,164,143,225,169,117,250,365,535,353,190,216,93,48148.67,53677.67,25167.16,61730.83,64435.9,30998.33,33319,27654.67,23130.67,19650,28593.67,50265.33,58766.67,1943,57,62,102,101,237,289,785,515,2044,687.67,792.67,257833.33,9165,1262,87,25,0,23,39,79,22,8,29,20,26,16,0,0,0,10,0,1070,1070,8,1041,21,0,25.1,20.39
Highland,8403,2241,5579,362,15,150,0,0,56,27.58,64.77,4.75,0.15,1.93,0,0,0.82,4156,4247,475,259,202,133,734,518,1952,1862,1283,893,543,290,328,1069,916,13.63,9.98,34.45,34.75,33.55,8060,1408,37,68,121,267,458,262,6652,5050,195,1739,1423,203,198,6613,779,635,1473,3726,7928,6541,1190,69,0,0,0,0,0,0,0,0,0,8,13,0,6,0,0,0,0,0,0,36,0,0,0,0,16,0,27,9,0,0,0,0,0,13,0,0,0,4737,4406,331,2260,2146,4406,1389,859,530,148,382,3017,2230,787,498,281,316,182,77,158,125,247,122,192,491,496,388,228,316,433,63556.5,91148.5,46933.82,88357.35,110945.64,42856,52557,39088.5,27552,25461,35599,54464.5,64821.5,1950,143,688,293,214,415,147,433,175,2229,1076,1171,323500,7613,790,61,10,20,0,31,152,61,8,61,22,0,0,0,0,0,0,7,570,536,0,498,38,34,17.25,13.21
Globeville,3443,2323,946,122,13,0,7,0,32,67.47,27.48,3.54,0.38,0,0.2,0,0.93,2006,1437,290,299,141,60,589,382,751,640,232,485,251,96,17,790,203,22.95,5.9,30,28.9,30.3,3271,919,20,119,125,55,361,24,2352,1270,39,409,300,40,144,2124,772,583,528,241,3153,1780,1341,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,1174,1042,132,424,618,1042,563,312,251,125,126,479,371,108,173,102,18,78,88,34,81,16,0,64,98,70,57,22,18,0,26731,37426,14675.37,40428.12,48504.8,20000,21458,17076,21080,21111,27031,24926,59375,1945,0,235,13,45,95,32,112,122,520,686,852,116500,2728,715,8,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,7,691,684,7,677,0,7,40.1,30.91
Jefferson Park,2569,1338,1021,117,57,0,0,0,36,52.08,39.74,4.55,2.22,0,0,0,1.4,1543,1026,136,127,58,76,263,175,639,752,361,216,111,34,18,397,138,15.45,5.37,31,30.8,31.2,2487,433,9,6,33,119,104,65,2054,1462,17,594,314,95,85,1904,644,291,242,727,2433,1308,1077,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,10,0,1397,1253,144,402,851,1253,468,337,131,73,58,785,604,181,129,112,66,60,92,95,50,36,86,163,110,67,43,57,66,35,45026,47083,37255.27,70042.7,55278.21,25699,22218,28971,16429,11719,31908,48889,62500,1967,46,450,0,73,109,75,176,15,453,677,755,278300,1758,811,14,0,0,0,14,0,0,0,0,0,10,0,0,0,0,10,0,787,787,0,787,0,0,24.3,19.87
Sun Valley,1433,708,139,291,15,140,0,13,127,49.41,9.7,20.31,1.05,9.77,0,0.91,8.86,609,824,276,216,193,50,492,321,270,167,39,39,74,7,24,735,53,51.29,3.7,17.3,9.4,25.5,1291,613,65,54,101,120,80,19,678,221,0,122,19,34,21,541,308,143,75,15,1157,744,160,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,70,0,0,0,35,0,0,0,0,0,0,44,0,96,0,501,501,0,15,486,501,364,41,323,10,313,137,130,7,292,12,0,56,28,20,0,9,0,0,0,0,0,0,0,0,9363,10000,4592.04,12639.52,12891.21,10913,12679,7083,2500,14276,9500,,,1952,0,28,18,14,40,54,128,112,107,177,188,,1133,300,1,0,0,0,1,121,0,8,77,36,117,66,51,0,0,0,0,61,61,0,61,0,0,84.3,77.47
Valverde,3649,2736,535,155,40,163,0,8,12,74.98,14.66,4.25,1.1,4.47,0,0.22,0.33,1772,1877,455,300,345,151,755,529,578,479,544,395,179,148,42,1251,262,34.28,7.18,28.6,29.5,28.3,3446,1064,129,122,243,199,136,12,2382,1291,28,587,383,78,79,2045,982,608,325,130,3194,1330,1709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,22,0,0,0,0,0,0,0,1271,1165,106,520,645,1165,850,408,442,14,428,315,298,17,185,138,5,112,96,18,131,47,62,115,28,93,36,0,5,0,26810,30972,11994.57,34806.87,36756.35,21480,23295,20276,19435,28378,25855,17500,,1954,0,6,8,98,73,139,496,255,196,607,709,149300,2606,1043,0,0,0,0,0,137,0,0,137,0,0,0,0,0,0,0,0,906,906,24,863,19,0,27.8,32.12
Athmar Park,8881,6411,1960,76,70,311,0,6,47,71.87,22.64,0.87,0.88,3.16,0,0.06,0.51,4640,4241,712,723,598,477,1435,1208,1573,1230,1069,1121,677,275,293,2510,801,28.45,8.88,30.95,29.6,34.1,8461,2209,103,186,476,513,233,124,6252,4130,30,1791,1165,227,257,5601,1763,1717,1400,721,8169,3654,4201,13,0,14,0,1,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,10,0,19,0,0,0,0,220,0,0,0,0,0,0,11,0,0,0,3013,2888,125,1748,1140,2888,1921,1108,813,222,591,967,779,188,242,184,93,214,142,255,191,125,75,298,370,319,149,49,93,8,41956,45413,18179.4,51391.32,54825.56,24796,27919.5,18160,22030,24626.5,34407,49852.5,48250,1954.5,0,36,65,11,360,278,1473,606,184,942.5,1044.5,148200,6181,2700,2,2,0,0,0,273,20,26,204,23,0,0,0,0,0,0,0,2425,2416,18,2397,1,9,20.75,19.44
Baker,5644,2147,2941,149,49,113,0,0,245,38.04,52.11,2.64,0.87,2,0,0,4.34,2927,2717,412,320,151,37,732,263,942,1600,612,585,690,112,108,920,548,16.3,9.71,34.2,34.6,33.8,5454,1456,201,101,116,85,514,185,3998,2822,34,1236,838,67,76,4079,869,689,675,1846,5232,3890,1201,30,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,2750,2571,179,931,1640,2571,923,676,247,27,220,1648,1183,465,340,353,42,158,115,52,100,213,88,135,185,143,359,104,42,109,41595,50871,30611.13,64392.65,86930.44,27211,26626,31453,7589,11777,27450,43132,72667,1939,19,292,14,89,41,338,219,130,1608,767,824,302000,4899,745,37,28,9,0,0,103,103,0,0,0,60,0,0,0,0,60,14,531,531,0,531,0,0,32.1,26.65
Fort Logan,8768,2608,5064,202,37,545,7,20,285,29.82,56.5,2.9,0.44,6.65,0.05,0.14,3.5,4201,4567,481,405,576,467,886,1146,928,1225,957,1418,1041,661,506,1929,1629,22.34,18.87,42.2,41.63,43.4,8429,1972,124,14,446,484,360,107,6457,3724,53,1358,1094,269,272,6344,607,1692,2009,2036,8287,6938,711,12,0,4,0,14,0,7,0,16,11,0,15,9,0,18,0,15,0,0,0,60,4,9,0,0,23,0,336,0,46,39,0,0,0,0,0,0,0,3442,3305,137,2613,692,3305,2262,1665,597,194,403,1043,859,184,260,87,213,135,137,140,206,100,134,242,355,453,342,202,213,192,66049.33,82352.33,34486.94,85612.56,100432.49,35331.67,43923,32562.33,24833.33,33821.67,34123.33,52539,78935.67,1976,33,87,464,225,1474,747,372,22,18,715,814,284200,8025,743,50,8,26,0,16,380,28,35,309,8,19,0,0,0,0,18,0,294,259,0,225,34,35,11.5,5.28
Bear Valley,9761,4388,4521,218,431,143,0,17,43,43.04,49.49,1.51,3.36,2.18,0,0.12,0.3,5300,4461,851,599,297,280,1450,876,2015,997,1414,1251,856,528,374,2027,1249,20.12,14.58,36.35,34,39.15,9225,2024,156,155,258,431,555,81,7201,4875,6,1791,1687,283,438,6381,1067,1908,1881,1525,8910,6478,2185,0,0,8,0,22,0,0,0,0,7,0,40,0,0,0,0,0,0,0,0,29,18,0,0,0,0,0,73,0,8,0,42,0,0,0,0,0,0,3869,3753,116,2049,1704,3753,2424,1930,494,185,309,1329,1034,295,91,157,155,177,270,213,206,239,157,320,525,463,395,159,155,68,57485,67737,26538.21,67530.65,76730.94,28606.5,29912.5,28552.5,21792.5,24755.5,39386,47677.5,57955,1973.5,4,268,231,667,1260,1242,104,24,69,850.5,976,238500,8351,1410,83,14,23,0,46,61,0,0,61,0,0,0,0,0,0,0,0,1266,1245,8,1237,0,21,12.55,8.33
Harvey Park South,8977,4353,3635,85,20,753,29,0,102,46.68,43.43,0.73,0.28,7.71,0.25,0,0.92,4314,4663,656,541,685,275,1197,1283,1406,1068,1142,983,871,476,551,2157,1383,24.53,15.78,36.75,35.5,37.4,8528,2257,179,133,505,438,644,45,6271,3675,55,1666,1090,348,119,5911,1030,1802,1901,1178,8321,5584,1761,58,0,0,0,42,0,8,0,0,11,0,0,0,0,0,0,0,0,42,34,0,0,2,15,0,0,0,654,25,0,0,0,0,0,69,0,16,0,3302,3124,178,2015,1109,3124,2050,1381,669,225,444,1074,856,218,317,159,86,162,242,115,166,223,120,150,357,381,285,155,86,55,51203.5,59960.5,22238.42,61587.67,72469.45,26022,35293.5,23844.5,20506,29410.5,38468,37906,57106,1963,0,165,192,407,431,312,1677,64,54,1035,1219.5,220100,7980,997,82,0,53,0,29,518,1,42,450,25,43,15,0,0,0,1,0,354,354,0,344,10,0,12.35,10.5
Southmoor Park,4638,133,4172,101,4,185,0,0,43,2.62,90.33,2.29,0.1,3.84,0,0,0.82,2324,2314,196,132,145,111,328,297,1291,658,678,619,301,216,250,584,635,13.7,14.84,37.3,36.9,38.4,4548,967,106,30,106,133,353,133,3581,2896,99,1212,488,200,109,3483,50,289,759,2385,4442,3922,103,7,0,0,0,14,0,0,9,12,49,40,0,0,0,15,0,0,0,0,43,64,3,0,0,0,2,0,0,78,0,0,0,0,0,81,0,0,0,2898,2556,342,937,1619,2556,888,656,232,90,142,1668,1278,390,93,41,157,64,108,137,140,123,125,258,288,415,325,62,157,161,69664.5,99566,46977.76,88447.67,109812.06,45962.5,55172,38284.5,36250,32210,35706,49126.5,71232,1983.5,163,1187,593,71,159,436,274,11,4,1134.5,1321.5,384200,4188,450,150,21,9,12,108,253,66,106,0,81,26,0,0,10,16,0,9,12,9,0,0,9,3,7.1,1.89
Hampden South,14284,1363,10195,1647,0,797,4,0,278,8.81,74.22,9.83,0,5.43,0.02,0,1.69,7147,7137,580,673,407,267,1253,941,2082,2688,1964,2144,1608,930,674,1927,2460,12.62,18.53,42.73,40.1,44.3,13922,2697,161,77,306,373,930,268,11225,8470,118,4377,1530,487,163,11584,466,1613,3380,6125,13704,11613,710,27,0,0,0,14,0,0,65,32,211,13,7,12,0,42,0,61,0,0,9,118,150,83,0,0,0,0,38,53,0,0,0,0,14,313,13,106,0,7819,7339,480,4328,3011,7339,3475,2923,552,90,462,3864,3155,709,316,169,755,322,309,494,370,420,301,699,548,1019,500,309,755,548,66713,98744.67,52320.83,95814.45,120926.02,43186.67,57916.33,36680.67,26680,33503.33,35199.33,55105.67,62372.67,1978,34,656,713,1073,3296,1815,124,0,108,969.67,1074,293300,12452,1832,379,55,31,13,280,666,356,181,41,88,236,106,0,59,9,0,4,547,435,59,320,56,112,5.1,2.02
Indian Creek,3298,356,2220,488,23,76,0,0,135,10.79,67.31,14.8,0.7,2.3,0,0,4.09,1486,1812,236,107,111,19,343,144,569,617,397,473,446,242,67,473,471,14.34,14.28,39,37.9,41.8,3158,539,66,5,63,14,221,64,2619,1887,10,1040,360,184,57,2678,73,428,705,1472,3062,2658,257,11,9,0,5,15,0,0,0,7,33,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,7,0,0,0,0,11,7,28,0,2002,1851,151,1263,588,1851,744,540,204,55,149,1107,966,141,120,7,31,72,81,139,127,94,118,179,150,283,222,99,31,59,56332,75203,39453.15,68885.95,82762.77,42170,46116,40000,,27039,40139,45089,66818,,0,13,321,1358,286,7,17,0,0,1032,1121,195100,2955,343,99,18,48,0,33,76,45,5,14,12,22,22,0,0,0,0,0,146,146,9,78,59,0,9.2,4.44
Goldsmith,5154,1197,2819,594,35,108,56,171,174,23.22,54.7,11.53,0.68,2.1,1.09,3.32,3.38,2852,2302,597,157,80,59,754,279,1202,727,572,413,533,268,406,893,848,17.33,16.45,34.5,33,36.9,4676,912,144,16,64,105,351,116,3764,2248,91,1152,366,106,75,3478,225,1111,1103,1039,4557,3933,369,3,0,24,0,24,4,0,13,0,4,0,12,14,0,0,0,0,0,0,0,17,0,24,0,0,0,0,4,0,0,11,0,13,0,52,0,36,0,2844,2626,218,601,2025,2626,945,482,463,223,240,1681,1306,375,331,216,63,300,367,332,120,121,85,101,124,159,50,68,63,24,28613,33463,22139.64,40605.14,53162.65,24865,25478,23657,19688,21683,30516,26099,28786,1970,0,10,48,220,1146,1141,187,50,42,678,726,273800,4658,496,63,13,24,0,26,105,41,0,15,49,73,36,0,37,0,0,0,255,252,0,214,38,3,28.5,26.03
Cory - Merrill,4664,345,4019,48,16,68,0,39,129,7.4,86.17,1.03,0.34,1.46,0,0.84,2.77,2456,2208,469,445,66,83,914,197,764,777,777,463,371,220,181,1063,510,22.79,10.93,36.6,32.1,40.2,4428,1133,186,118,54,105,185,208,3295,2232,36,974,430,107,68,3261,129,253,422,2457,4195,3963,135,16,3,6,0,39,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1872,1827,45,1290,537,1827,1221,803,418,197,221,606,366,240,45,20,116,49,31,21,88,91,49,35,151,421,185,117,116,349,93482,99528,58118.33,143057.96,165496.07,47793,51250,43527,21250,23611,41150,66429,67083,1953,0,335,24,190,14,61,446,589,213,1612,1740,384000,4489,175,37,12,0,12,13,53,25,9,19,0,14,0,0,0,8,6,0,71,47,7,17,23,24,8.1,5.9
Windsor,13393,3019,7234,2228,126,530,0,0,256,23.37,52.76,17.07,0.95,3.93,0,0,1.92,5792,7601,663,659,394,245,1322,810,2056,1982,1210,1594,1958,1084,1377,1961,3341,14.99,23.74,43.67,43.23,43.47,12940,2069,60,102,289,326,526,232,10871,6159,59,2824,1504,341,353,10431,1230,2781,2620,3800,12730,8563,2200,96,0,37,66,43,9,24,10,0,304,16,0,36,0,41,0,33,0,182,119,59,0,18,0,0,13,0,30,67,0,0,24,24,0,156,9,526,25,8391,7483,908,3161,4322,7483,2628,1595,1033,292,741,4855,4419,436,677,614,146,596,569,560,455,306,397,503,637,582,317,119,146,174,38007,47356,28126.13,50544.05,61196.3,26649.33,29827.67,25356.67,16513.33,20865.33,31498.67,37323,41065.33,1978.67,0,519,1457,1138,2750,2099,330,50,48,817.33,904,181700,10033,3360,510,0,111,0,399,550,86,298,63,103,725,367,38,38,0,282,13,1562,1525,30,1359,136,37,21.27,19.8
Northeast Park Hill,8835,2404,1572,3990,99,154,27,10,579,27.03,17.72,45.53,1.07,1.76,0.32,0.11,6.46,4182,4653,861,714,648,367,1575,1177,1318,1403,1023,1103,497,452,287,2590,1005,29.17,11.43,32.8,32.6,32.95,8370,2566,272,210,538,390,450,155,5804,3122,33,1489,546,163,305,5613,1283,1632,1582,1116,7974,6052,1637,0,36,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,13,0,0,9,26,11,0,0,0,0,13,0,0,16,0,0,0,141,0,3214,2951,263,1316,1635,2951,1748,850,898,215,683,1203,978,225,334,363,65,176,172,140,192,205,73,221,314,179,158,110,65,41,38351.5,41222.5,18248.27,49359.68,52612.29,25343.5,24628.5,26580.5,24135.5,22697.5,20797,52087,49754.5,1961.5,144,351,27,141,259,319,1849,74,50,815,972.5,176950,7729,1106,20,0,6,0,14,38,0,0,38,0,175,0,0,32,0,75,14,859,859,36,799,24,0,27.7,24.79
Elyria Swansea,6627,5367,804,377,52,0,0,0,27,80.99,12.13,5.69,0.78,0,0,0,0.41,3461,3166,782,687,614,324,1469,1136,1081,763,927,677,245,149,180,2407,413,36.32,6.23,27.1,27.3,26.4,6142,2046,233,156,492,418,198,26,4096,2257,23,778,483,147,211,3508,1792,936,485,295,5845,1857,3973,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1894,1763,131,752,1011,1763,1361,784,577,202,375,402,270,132,146,169,9,164,153,125,138,93,92,182,73,150,97,20,9,9,33972,35586,12447.43,43028.81,42923.14,21613,23463,18229,19699,25388,37577,40100,37850,1947,0,82,53,58,128,172,366,336,699,688,881,98100,4590,2037,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028,2028,0,2028,0,0,35.7,33.65
Wellshire,3388,107,3169,28,53,31,0,0,0,3.16,93.54,0.83,1.56,0.91,0,0,0,1563,1825,287,211,213,112,498,347,212,351,469,649,443,175,244,823,670,24.29,19.78,45.8,42.6,49.4,3274,775,126,65,134,148,69,70,2499,1455,70,644,328,66,36,2466,36,199,412,1819,3101,2796,125,29,0,69,0,15,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1415,1386,29,1204,182,1386,959,816,143,21,122,427,359,68,81,0,236,34,25,58,21,31,74,103,85,127,150,83,236,242,102981,130329,54073.76,129943.87,157150.47,60291,76891,51783,,50167,39940,61591,70625,1958,7,26,24,25,230,201,877,0,25,1538,1905,503400,3226,162,103,11,0,19,73,18,18,0,0,0,33,33,0,0,0,0,0,8,8,0,0,8,0,4.9,2.61
University,9425,730,7399,279,4,803,26,8,176,8.06,79.54,2.48,0.03,8,0.21,0.07,1.62,4898,4527,308,368,314,98,676,2154,2551,1524,920,615,623,168,194,1088,512,11.26,4.98,25.7,26.25,24.7,9212,4398,124,85,213,92,2944,639,4814,4133,179,1703,790,154,153,5149,203,733,924,3289,9117,7551,454,12,11,45,0,59,12,14,0,6,92,0,0,37,30,0,0,8,0,13,45,611,12,8,0,0,24,0,14,0,0,0,0,0,16,0,0,36,7,3810,3606,204,1541,2065,3606,1390,1102,288,169,119,2216,1648,568,567,324,198,80,85,250,194,156,160,225,363,250,333,165,198,122,42860,74823.5,24495.03,61418.34,92654.38,16542,21411,11679,21820,34415.5,21109,35035.5,53905.5,1955,53,75,53,172,428,830,813,695,691,869.5,959,342000,8451,974,171,17,11,0,143,531,415,23,63,30,18,0,0,0,18,0,0,254,157,11,63,83,97,21,6.66
Rosedale,2496,176,2177,43,0,52,0,0,48,7.05,87.22,1.72,0,2.08,0,0,1.92,1374,1122,123,134,92,31,257,123,521,636,205,315,170,105,164,380,340,15.22,13.62,34.5,31.9,38.1,2414,515,21,32,87,28,146,104,1899,1396,17,845,216,58,16,2005,57,191,484,1273,2373,2229,52,57,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,10,0,0,0,0,1383,1266,117,609,657,1266,515,351,164,64,100,751,526,225,117,44,71,30,73,71,56,26,25,59,109,282,118,71,71,43,65000,88906,39645.79,76435.78,108535.73,42083,46522,36094,,31458,32130,45774,61755,1951,8,61,61,112,56,106,335,243,401,1050,1134,317400,2428,68,8,8,0,0,0,29,9,0,20,0,0,0,0,0,0,0,0,31,10,0,0,10,21,11,4.08
Cheesman Park,8181,575,6824,343,22,302,0,0,115,6.82,83.84,4.34,0.37,3.53,0,0,1.1,4345,3836,234,76,73,36,310,188,1953,2015,915,856,1094,575,275,419,1284,4.75,17.65,39.55,41.65,37.1,7997,1011,44,5,73,32,503,305,6986,5147,145,2018,1110,235,324,7119,212,470,1669,4768,7947,7086,367,187,0,15,17,69,0,0,0,0,21,17,14,0,0,0,0,4,0,0,0,28,0,11,0,9,0,0,0,48,10,0,0,0,0,25,0,0,19,5765,5121,644,1749,3372,5121,1124,924,200,55,145,3997,2936,1061,379,311,183,275,246,202,425,226,187,475,564,683,360,112,183,206,50119.5,89755,42060.24,64511.43,110368.17,34672.5,36554.5,33348.5,25672,33568.5,32576.5,36705.5,52197.5,1960.5,11,61,101,298,1148,1408,431,229,2078,770.5,837,256350,7609,572,250,65,76,78,31,127,62,44,21,0,33,8,0,25,0,0,0,162,102,0,58,44,60,14.5,11.72
Hilltop,9085,230,8055,346,31,173,0,21,229,2.53,88.91,3.62,0.33,1.93,0,0.26,2.42,4196,4889,752,601,600,154,1353,827,816,1183,1218,1321,1237,569,561,2107,1621,23.58,17.77,42.4,40.9,43.65,8656,2283,312,114,468,235,455,183,6373,4011,55,1941,745,218,129,6495,188,368,925,5014,8333,7394,250,98,0,0,0,73,35,24,7,79,97,26,0,0,0,96,0,0,0,0,9,23,0,0,0,0,0,0,18,11,0,0,23,0,8,0,62,0,0,3969,3867,102,2784,1083,3867,2417,2046,371,129,242,1450,1169,281,126,66,265,99,128,88,46,169,104,256,285,406,300,340,265,1128,119570.5,156034.5,87834.23,212486.27,239701.56,74877,96682.5,51238.5,,29505,40734.5,73743,100950.5,1958,25,586,254,132,287,406,1308,523,448,1484.5,1274,650350,8252,833,409,44,116,79,161,215,57,50,7,101,46,22,0,0,24,0,30,133,49,27,9,13,84,5,1.75
